# ----------------------------------------
# Pages and screens: Page path and screen class
# Account: Google Ads Account
# Property: olera.care - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20260407
# End date: 20260413
Page title and screen class,Views,Active users,Sessions,Engagement rate,Bounce rate,Average engagement time per active user,Views per active user,Event count,Key events,Total revenue
"Lasting Love Homecare, Bismarck ND: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,21,2,6,0,0
"Legacy Manor of Waterloo, Waterloo IA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,4.5,1,7,0,0
"Libertyville Manor Extended Care, Grayslake IL: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,20,2,7,0,0
"Libretto Apartments, Brighton CO: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,16.5,1,7,0,0
"LifeSpring Home Care of Fort Worth, Benbrook TX: Pricing & Availability | Olera.care",2,2,2,0,1,3.5,1,7,0,0
"Lighthouse Recovery, Bel Air North MD: Pricing & Availability | Olera.care",2,1,1,1,0,22,2,6,0,0
"Lilac House Senior Living, Lisle IL: Pricing & Availability | Olera.care",2,1,1,1,0,39,2,6,0,0
"Lilikoi Homecare, Honolulu HI: Pricing & Availability | Olera.care",2,1,2,0,1,0,2,5,0,0
"Lima Home Care, College Station TX: Pricing & Availability | Olera.care",2,2,2,1,0,112.5,1,3,0,0
"Little Havana Assisted Living Facility, Miami FL: Pricing & Availability | Olera.care",2,2,2,0,1,2.5,1,7,0,0
"Live Long Well Care, Clemmons NC: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,10,1,8,0,0
"Lloyd's Above All Nursing, Vero Beach South FL: Pricing & Availability | Olera.care",2,1,2,0,1,3,2,6,0,0
"Lomond View Retirement Apartments, Ogden UT: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,5.5,1,7,0,0
"Louisiana HomeCare of Alexandria, Alexandria LA: Pricing & Availability | Olera.care",2,1,1,1,0,60,2,6,0,0
"Love 2 Serve Home Care, Springfield IL: Pricing & Availability | Olera.care",2,1,2,0,1,0,2,5,0,0
"Luther Senior Center, Richland WA: Pricing & Availability | Olera.care",2,1,1,1,0,48,2,6,0,0
"Lutheran Knolls North, Drexel Hill PA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,16.5,1,7,0,0
"MAJCare Hawaii, Pearl City HI: Pricing & Availability | Olera.care",2,1,1,1,0,17,2,6,0,0
"MLH Health Care, Pasadena CA: Pricing & Availability | Olera.care",2,2,2,0,1,2,1,7,0,0
"Madison Palms, Sunrise Manor NV: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,0,2,4,0,0
"Magnolia Care, Spokane WA: Pricing & Availability | Olera.care",2,2,2,1,0,21.5,1,10,0,0
"MaiFiji HomeCare, Santa Rosa CA: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,25,2,7,0,0
"Maple City Rehabilitation and Nursing Center, Monroe NY: Pricing & Availability | Olera.care",2,1,2,0,1,0,2,5,0,0
"Marian Towers, Hoboken NJ: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,24,1,8,0,0
"Masagana Home Care, Norwalk CA: Pricing & Availability | Olera.care",2,1,1,1,0,44,2,7,0,0
"Mastrofrancesco Adult Foster, Monroe MI: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,3,1,7,0,0
"Meadowlark Manor Co-op Apartments, Gardena CA: Pricing & Availability | Olera.care",2,2,2,0,1,4,1,7,0,0
"MedStar Health Home Care - Suburban Maryland Agency, Dundalk MD: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,17,2,6,0,0
Medicare Savings Program | Michigan | Benefits Hub | Olera,2,2,2,1,0,18,1,3,0,0
"Mednova Homecare., North Tonawanda NY: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,20,2,6,0,0
Memory Care in Arkansas | Compare Providers | Olera,2,1,1,1,0,56,2,2,0,0
"Memory Care in Bentonville, AR | Compare Providers | Olera",2,1,1,1,0,12,2,5,0,0
"Menorah Housing Foundation, Florence Graham CA: Pricing & Availability | Olera.care",2,1,1,1,0,67,2,5,0,0
"Mercy Oaks Village, Redding CA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,22.5,1,7,0,0
Michigan PACE | Michigan | Benefits Hub | Olera,2,2,2,1,0,35.5,1,3,0,0
"Millennia Caregivers Group Home (APD), Lake Magdalene FL: Pricing & Availability | Olera.care",2,2,2,1,0,23,1,9,0,0
"Mirasol Senior Community Event Center, Loveland CO: Pricing & Availability | Olera.care",2,1,1,1,0,93,2,6,0,0
"Monarca Place, Middletown CT: Pricing & Availability | Olera.care",2,1,2,0,1,5,2,6,0,0
"Montebello Senior Villas, South Whittier CA: Pricing & Availability | Olera.care",2,1,1,1,0,9,2,5,0,0
"Monument Health Millcreek, Millcreek UT: Pricing & Availability | Olera.care",2,2,3,0,1,0,1,8,0,0
"Moore Street Senior Apartments, Fairbanks AK: Pricing & Availability | Olera.care",2,2,2,1,0,32,1,8,0,0
"Moravia Health Allentown, Allentown PA: Pricing & Availability | Olera.care",2,2,2,0,1,3.5,1,7,0,0
"Morning Star Court, Linden NJ: Pricing & Availability | Olera.care",2,1,2,1,0,97,2,7,0,0
"MorningStar - Heritage Lifestyle Communities, Fort Mill SC: Pricing & Availability | Olera.care",2,1,1,1,0,4,2,4,0,0
"Mount Joy Country Homes, Springettsbury PA: Pricing & Availability | Olera.care",2,1,1,1,0,66,2,5,0,0
"Mt Zion Pleasant View Plaza, Hammond IN: Pricing & Availability | Olera.care",2,2,2,0,1,0,1,6,0,0
"Muscogee Home Health Agency, Columbus GA: Pricing & Availability | Olera.care",2,1,1,1,0,16,2,6,0,0
"My Active Senior, Germantown MD: Pricing & Availability | Olera.care",2,2,2,0,1,0,1,6,0,0
"Nazareth Court & Center, Fond du Lac WI: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,6,1,8,0,0
"Nba Disciples Village, Odessa TX: Pricing & Availability | Olera.care",2,2,2,1,0,14.5,1,8,0,0
"New Beginnings Residential Living, Indianapolis IN: Pricing & Availability | Olera.care",2,1,2,0,1,0,2,5,0,0
"No Place Like Home, CDS, St. Charles MO: Pricing & Availability | Olera.care",2,1,1,1,0,68,2,5,0,0
"Noble Care ""Candie's Place"", Suffolk VA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,15.5,1,8,0,0
"North Penn Commons, Lansdale PA: Pricing & Availability | Olera.care",2,1,1,1,0,131,2,6,0,0
"Northbridge Co, Burlington MA: Pricing & Availability | Olera.care",2,1,1,1,0,2,2,5,0,0
"Northpointe Senior Living, Springfield OH: Pricing & Availability | Olera.care",2,2,2,1,0,22.5,1,8,0,0
"Northwinds Vent Community, Wausau WI: Pricing & Availability | Olera.care",2,1,1,1,0,98,2,5,0,0
"Novah Allied Healthcare Agency, Springettsbury PA: Pricing & Availability | Olera.care",2,2,2,0,1,6,1,8,0,0
Nursing Homes & Skilled Nursing Facilities | Olera,2,1,1,1,0,12,2,2,0,0
"Nursing Homes in Marysville, OH | Compare Providers | Olera",2,1,1,1,0,0,2,4,0,0
"Oak Street Senior Apartments, Flint MI: Pricing & Availability | Olera.care",2,2,2,0,1,3,1,7,0,0
"Oakmont of Valencia, Santa Clarita CA: Pricing & Availability | Olera.care",2,1,1,1,0,50,2,5,0,0
"Ohio First Home Healthcare, Cincinnati OH: Pricing & Availability | Olera.care",2,2,2,1,0,56.5,1,9,0,0
"Oililua Eldercare, Kailua HI: Pricing & Availability | Olera.care",2,2,2,1,0,13.5,1,5,0,0
Olera Receives $3M Grant to Transform Senior Care Affordability | Olera Research & Press,2,2,2,0.5,0.5,8.5,1,4,0,0
"Oliver House, North Decatur GA: Pricing & Availability | Olera.care",2,2,2,1,0,47.5,1,8,0,0
"Optimum HealthCare Services, Easton MA: Pricing & Availability | Olera.care",2,1,1,1,0,469,2,4,0,0
"PI Home Health & Rehab, Lake Magdalene FL: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,8,1,7,0,0
"Palace View Senior Housing, Danbury CT: Pricing & Availability | Olera.care",2,2,2,0,1,3.5,1,7,0,0
"Paradise Valley Residential Care Home, Fairfield CA: Pricing & Availability | Olera.care",2,1,1,1,0,72,2,5,0,0
"Paradise West Assisted Senior Living LLC, Peoria AZ: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,50,2,6,0,0
"Park Regency, Owensboro KY: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,14,1,7,0,0
"Parker Adult Day Center, New Brunswick NJ: Pricing & Availability | Olera.care",2,1,2,0,1,0,2,5,0,0
"Parkview Assisted Living, Great Falls MT: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,11,1,7,0,0
"Parkway Apartments, Corpus Christi TX: Pricing & Availability | Olera.care",2,2,2,1,0,12.5,1,8,0,0
"Pasadena Meadows Nursing Center, Pasadena CA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,11,1,8,0,0
"Peaceful Place Adult Group Home, Victorville CA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,13.5,1,8,0,0
"Peacock Hills Senior Community Association, Oceanside CA: Pricing & Availability | Olera.care",2,2,2,0,1,0,1,6,0,0
"Penelope 54 Apartments 54号公寓, Stafford TX: Pricing & Availability | Olera.care",2,1,1,1,0,0,2,4,0,0
"Pennybyrn, High Point NC: Pricing & Availability | Olera.care",2,2,2,1,0,7,1,6,0,0
"Pima Home Health, Tucson AZ: Pricing & Availability | Olera.care",2,2,3,0.6666666666666666,0.3333333333333333,17,1,9,0,0
"Pine Valley ACH, Fayetteville NC: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,39,1,8,0,0
"Pines At Punta Gorda, Punta Gorda FL: Pricing & Availability | Olera.care",2,1,1,1,0,33,2,5,0,0
"Pinnacle Home Health, Baton Rouge LA: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,42,2,4,0,0
"Pioneer Village, Jenks OK: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,39,1,8,0,0
"Portage Pines, Portage MI: Pricing & Availability | Olera.care",2,2,2,0,1,0,1,6,0,0
"Preferred Care at Home of Macomb County, Sterling Heights MI: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,47,2,6,0,0
"Premier Companion Care Agency, University City MO: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,9,2,5,0,0
"Proctor Place Senior Living, Peoria IL: Pricing & Availability | Olera.care",2,1,1,1,0,17,2,6,0,0
"Providence Care Community — Residential Senior Living, Porterville CA: Pricing & Availability | Olera.care",2,2,2,0,1,3,1,10,0,0
"Providence Home Care, Fargo ND: Pricing & Availability | Olera.care",2,2,2,0,1,1.5,1,8,0,0
"Quality Comfort Care Personal Care Home, Missouri City TX: Pricing & Availability | Olera.care",2,2,2,0,1,0,1,6,0,0
"RRH Wegman Family Cottages, Rochester NY: Pricing & Availability | Olera.care",2,2,2,0,1,0,1,6,0,0
"Raintree Village, Lee's Summit MO: Pricing & Availability | Olera.care",2,1,1,1,0,95,2,7,0,0
"Redstone Village, Huntsville AL: Pricing & Availability | Olera.care",2,1,1,1,0,22,2,5,0,0
Regular Medicaid / Aged Blind and Disabled Forms 2026 — Download Application & Referral Forms | Olera,2,1,1,1,0,27,2,8,0,0
"Rely Home Care, East Los Angeles CA: Pricing & Availability | Olera.care",2,1,1,1,0,11,2,3,0,0
"Ridge Road Village, North Little Rock AR: Pricing & Availability | Olera.care",2,1,1,1,0,39,2,6,0,0
"River Oaks Assisted Living & Memory Care, Coppell TX: Pricing & Availability | Olera.care",2,1,1,1,0,42,2,6,0,0
"River Oaks Senior Living Community, Calumet City IL: Pricing & Availability | Olera.care",2,1,2,0,1,0,2,5,0,0
"River of Life Care Center, Bartlett TN: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,19.5,1,7,0,0
"Riverwalk Estates Gracious Retirement Living, Pasco WA: Pricing & Availability | Olera.care",2,1,1,1,0,2,2,5,0,0
"Roni's Reliable Sitting Service, Fairhope AL: Pricing & Availability | Olera.care",2,1,1,1,0,36,2,5,0,0
"Roosevelt West Sr Apartment, Dubuque IA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,10,1,8,0,0
"Rose Commons, Vernon CT: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,37.5,1,7,0,0
"Sacred Heart At Monastery Lake, Franklin WI: Pricing & Availability | Olera.care",2,1,1,1,0,16,2,6,0,0
"Saint Elizabeth Home Care, formerly Cathleen Naughton Associates, Warwick RI: Pricing & Availability | Olera.care",2,2,2,1,0,105.5,1,9,0,0
"Saint Mary's Home of Erie, Erie PA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,29.5,1,8,0,0
"Sam L. Cohen Households at The Cedars, Portland ME: Pricing & Availability | Olera.care",2,2,2,1,0,40.5,1,8,0,0
"Sanctuary Senior Living Of Newark, Newark OH: Pricing & Availability | Olera.care",2,1,2,0,1,0,2,5,0,0
Senior Community Service Employment Program (SCSEP) Resources | Texas | Olera,2,1,1,1,0,34,2,3,0,0
"Senior Companion Program RI, Cranston RI: Pricing & Availability | Olera.care",2,2,2,1,0,65,1,5,0,0
"Seniors Helping Seniors Northern New York, Glens Falls NY: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,35,1,8,0,0
"Sheba’s Love Adult Family Home, Arlington WA: Pricing & Availability | Olera.care",2,2,2,1,0,50,1,9,0,0
"Shield Carers Home Care, South Hill WA: Pricing & Availability | Olera.care",2,1,2,1,0,113,2,9,0,0
"Shilei Home Health, North Miami FL: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,7,1,8,0,0
"Shiloh Senior Housing, New Rochelle NY: Pricing & Availability | Olera.care",2,2,2,0,1,6.5,1,8,0,0
"Shirley Daley Senior Village, Lima OH: Pricing & Availability | Olera.care",2,1,1,1,0,61,2,7,0,0
"Siena Court Apartments, Pittsburg CA: Pricing & Availability | Olera.care",2,2,2,0,1,0,1,6,0,0
"Simple Touch Home Care, Florence SC: Pricing & Availability | Olera.care",2,1,1,1,0,0,2,4,0,0
"Smith Tower Apartments, Vancouver WA: Pricing & Availability | Olera.care",2,2,2,1,0,27.5,1,8,0,0
"Sostek Homecare, Newton MA: Pricing & Availability | Olera.care",2,1,1,1,0,89,2,5,0,0
South Carolina Long-Term Care Ombudsman Program Forms 2026 — Download Application & Referral Forms | Olera,2,1,3,0,1,0,2,7,0,0
"South Dade Nursing And Rehab Center, Doral FL: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,15,2,7,0,0
"Specialized Home Care & Hospice of Wichita, Wichita KS: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,70,2,7,0,0
"Spring Arbor of Bristol, Bristol TN: Pricing & Availability | Olera.care",2,2,2,1,0,24,1,8,0,0
"St. Charles Rehabilitation in West Babylon, West Babylon NY: Pricing & Availability | Olera.care",2,2,2,0,1,0,1,6,0,0
"St. John Neumann Center for Rehabilitation & Healthcare, Philadelphia PA: Pricing & Availability | Olera.care",2,1,2,0,1,0,2,5,0,0
"St. Paul's Manor, San Diego CA: Pricing & Availability | Olera.care",2,2,2,0,1,0,1,6,0,0
"Star Living, Lawrence KS: Pricing & Availability | Olera.care",2,2,2,0,1,1.5,1,7,0,0
State SSI Supplement | Michigan | Benefits Hub | Olera,2,1,1,1,0,3,2,2,0,0
"Sungate Villa Senior Community 2, Prescott Valley AZ: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,44,2,7,0,0
"Sunglow Home Health Services, Pharr TX: Pricing & Availability | Olera.care",2,1,1,1,0,17,2,6,0,0
"Sunny Gables Senior Citizen's, Bangor ME: Pricing & Availability | Olera.care",2,1,1,1,0,0,2,4,0,0
"Sunset Vista Seniors, Horizon City TX: Pricing & Availability | Olera.care",2,1,1,1,0,78,2,7,0,0
"Sunshine Rehabilitation Center, Lomita CA: Pricing & Availability | Olera.care",2,1,1,1,0,171,2,7,0,0
"Sutter Care at Home - Santa Cruz (Home Health), Santa Cruz CA: Pricing & Availability | Olera.care",2,1,1,1,0,17,2,7,0,0
"Synergy Home Services, Rocky Mount NC: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,27.5,1,9,0,0
"Synergy HomeCare, Conroe TX: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,14,1,6,0,0
"TLC Nursing Service, Levittown PA: Pricing & Availability | Olera.care",2,2,2,0,1,3.5,1,7,0,0
"Tall Pine Estate, Plattsburgh NY: Pricing & Availability | Olera.care",2,2,2,1,0,15,1,8,0,0
"Tamarack Ridge, Kent OH: Pricing & Availability | Olera.care",2,1,1,1,0,21,2,5,0,0
Test #. — Student Caregiver | Hire Staff,2,2,2,1,0,2.5,1,2,0,0
Texas Long-Term Care Ombudsman | Texas | Benefits Hub | Olera,2,1,1,1,0,4,2,2,0,0
"Texas Palomita Services, Laredo TX: Pricing & Availability | Olera.care",2,2,2,1,0,10.5,1,8,0,0
Texas Respite Care Services Eligibility | Texas | Olera,2,1,2,1,0,15,2,3,0,0
Texas SNAP Food Benefits Eligibility | Texas | Olera,2,1,1,1,0,260,2,2,0,0
Texas SNAP Food Benefits | Texas | Benefits Hub | Olera,2,1,1,1,0,60,2,2,0,0
Texas Senior Companion Program | Texas | Benefits Hub | Olera,2,1,2,1,0,134,2,4,0,0
Texas Weatherization Assistance Program Document Checklist 2026 | Texas | Olera,2,1,1,1,0,2,2,2,0,0
"The Abbey, Onalaska WI: Pricing & Availability | Olera.care",2,2,2,1,0,14,1,9,0,0
"The Atrium and Cottages at Lutheran Village, Memphis TN: Pricing & Availability | Olera.care",2,1,1,1,0,154,2,5,0,0
"The Cabana at Jensen Dunes, Palm City FL: Pricing & Availability | Olera.care",2,1,1,1,0,144,2,7,0,0
"The Cornerstone Residence, Newburgh NY: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,23.5,1,9,0,0
"The Estates At Carpenters, Lakeland FL: Pricing & Availability | Olera.care",2,2,2,1,0,23,1,9,0,0
"The Estates of Midwest City, Midwest City OK: Pricing & Availability | Olera.care",2,1,2,0,1,6,2,6,0,0
"The Forest at Duke, Durham NC: Pricing & Availability | Olera.care",2,1,1,1,0,0,2,4,0,0
"The Gardens at Oasis, Evansville IN: Pricing & Availability | Olera.care",2,1,1,1,0,73,2,7,0,0
"The Harbor at Opelika, Opelika AL: Pricing & Availability | Olera.care",2,1,1,1,0,3,2,4,0,0
"The Hills Senior Living, Placentia CA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,7,1,7,0,0
"The Kindred Village, Evesham NJ: Pricing & Availability | Olera.care",2,1,1,1,0,26,2,7,0,0
"The Landings of Rocky Mount Mills, Rocky Mount NC: Pricing & Availability | Olera.care",2,1,1,1,0,70,2,7,0,0
"The Lodge at Eureka, Eureka CA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,9.5,1,7,0,0
"The Palms Home Care, Palmdale CA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,3,1,7,0,0
"The Reserve at Braeswood, Houston TX: Pricing & Availability | Olera.care",2,2,2,0,1,0,1,6,0,0
"The Residences at Willow Pond Village, Perth Amboy NJ: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,32.5,1,8,0,0
"The Ridge Post-Acute, San Jose CA: Pricing & Availability | Olera.care",2,1,1,1,0,0,2,4,0,0
"The Sanctuary at Stonehaven, Charlotte NC: Pricing & Availability | Olera.care",2,1,1,1,0,293,2,8,0,0
"The Shaw Homes, Cleburne TX: Pricing & Availability | Olera.care",2,1,1,1,0,13,2,6,0,0
"The V Living Experience Mentor by VITALIA, Mentor OH: Pricing & Availability | Olera.care",2,1,2,0,1,0,2,5,0,0
"The Village At Penn State, State College PA: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,10,2,6,0,0
"The Village of St. Edward at Green, Akron OH: Pricing & Availability | Olera.care",2,2,2,1,0,157.5,1,9,0,0
"The Villas Independent Living, Evansville IN: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,15.5,1,8,0,0
"Thoughtful Home Care, Upland CA: Pricing & Availability | Olera.care",2,1,2,1,0,93,2,8,0,0
"Three Pillars Senior Home Care, Short Pump VA: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,98,2,8,0,0
"Timber Creek, Springfield IL: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,12.5,1,7,0,0
"Time Together Adult Day Center, Ferndale MI: Pricing & Availability | Olera.care",2,1,1,1,0,40,2,5,0,0
"Tivoli Manor Co-op Apartments, Warren MI: Pricing & Availability | Olera.care",2,1,1,1,0,178,2,4,0,0
"Torrance Regency Senior Living, Torrance CA: Pricing & Availability | Olera.care",2,2,2,1,0,69.5,1,8,0,0
"Touchpoint Healthcare Services Inc, Gastonia NC: Pricing & Availability | Olera.care",2,2,2,0,1,0,1,6,0,0
"Tranquility Estates, Grand Blanc MI: Pricing & Availability | Olera.care",2,1,1,1,0,18,2,3,0,0
"TruMed Home Health Services, Leesburg FL: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,8,1,8,0,0
"True North Home Care, Omaha NE: Pricing & Availability | Olera.care",2,1,1,1,0,86,2,6,0,0
"Twin City Home Care Services, Monroe LA: Pricing & Availability | Olera.care",2,2,2,1,0,27,1,8,0,0
"UTHAN SENIOR HOME CARE, Deer Park NY: Pricing & Availability | Olera.care",2,2,2,1,0,30,1,9,0,0
"United Vision Healthcare Services | Home Health Care Agency Illinois, USA, Aurora IL: Pricing & Availability | Olera.care",2,1,1,1,0,34,2,7,0,0
"Upstate HomeCare at Linden Oaks, Perinton NY: Pricing & Availability | Olera.care",2,1,2,0,1,0,2,5,0,0
"Valleywide Home Care, Brownsville TX: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,23.5,1,8,0,0
"Vandever House, Broken Arrow OK: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,101,2,6,0,0
"Varsobia Home Care Services, Florin CA: Pricing & Availability | Olera.care",2,2,2,0,1,0,1,6,0,0
"Victory Home Care Agency, Mesa AZ: Pricing & Availability | Olera.care",2,2,2,1,0,13,1,7,0,0
"Vie Village, McLean VA: Pricing & Availability | Olera.care",2,2,2,1,0,53.5,1,9,0,0
"Villa River Ridge Assisted Living, Billings MT: Pricing & Availability | Olera.care",2,1,2,0,1,0,2,5,0,0
"Village At Farm Pond, Framingham MA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,5,1,7,0,0
"Villas at Oleander, Carolina Forest SC: Pricing & Availability | Olera.care",2,2,2,1,0,40.5,1,9,0,0
"Visiting Angels, Aiken SC: Pricing & Availability | Olera.care",2,2,2,0,1,0,1,6,0,0
"Visiting Angels, Canton OH: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,22,2,7,0,0
"Vista Pines Apartment Homes (Senior Living), Nacogdoches TX: Pricing & Availability | Olera.care",2,2,2,1,0,74,1,8,0,0
"WE TAKE CARE OF YOU, University City MO: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,10.5,1,8,0,0
"We All Care Home Care Agency, Berwyn IL: Pricing & Availability | Olera.care",2,2,2,0,1,1,1,7,0,0
"Weeks Manor Senior Citizens Apartments, Deer Park NY: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,12.5,1,8,0,0
"Wesley Willows, Rockford IL: Pricing & Availability | Olera.care",2,2,2,1,0,7.5,1,5,0,0
"Westgate Assisted Living, Omaha NE: Pricing & Availability | Olera.care",2,1,1,1,0,24,2,5,0,0
"Westgate Plaza Apartments, The Acreage FL: Pricing & Availability | Olera.care",2,1,1,1,0,169,2,7,0,0
"Westminster Plaza, Orlando FL: Pricing & Availability | Olera.care",2,2,2,1,0,40,1,8,0,0
"Westside Oaks Rehabilitation and Nursing Center (formerly Jacksonville Rehab and Nursing ), Meadow Woods FL: Pricing & Availability | Olera.care",2,2,2,0,1,1,1,7,0,0
When Caregiving Becomes a 24/7 Job: The Caregiver's Handbook Part 3 | Olera Caregiver Support,2,2,2,0.5,0.5,92,1,5,0,0
"Whitestar Home Health Agency, Decatur IL: Pricing & Availability | Olera.care",2,2,2,1,0,41,1,9,0,0
"Willamette Place Senior Apartments, McMinnville OR: Pricing & Availability | Olera.care",2,1,2,0,1,0,2,5,0,0
"Willamette View, Portland OR: Pricing & Availability | Olera.care",2,2,2,1,0,15,1,7,0,0
"Willow View Senior Apartments, Milwaukee WI: Pricing & Availability | Olera.care",2,2,2,0,1,0,1,6,0,0
"Willowbrook Terrace, Pataskala OH: Pricing & Availability | Olera.care",2,1,1,1,0,3,2,4,0,0
"Wind Crest Senior Living Community, Highlands Ranch CO: Pricing & Availability | Olera.care",2,2,2,1,0,14,1,8,0,0
"Wind Crest Summit Square Apartment Building, Highlands Ranch CO: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,3.5,1,7,0,0
"Windsor Hill RCF, Hanahan SC: Pricing & Availability | Olera.care",2,2,2,1,0,28,1,8,0,0
"Winnwood Retirement Community, Marietta GA: Pricing & Availability | Olera.care",2,1,1,1,0,113,2,7,0,0
"Winston Hale, Honolulu HI: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,9.5,1,8,0,0
"Woodridge Manor, Peoria IL: Pricing & Availability | Olera.care",2,2,2,0,1,0,1,6,0,0
"Zenaiah Home Healthcare, Middle River MD: Pricing & Availability | Olera.care",2,1,1,1,0,29,2,6,0,0
"#1 In Home Care - New Orleans, New Orleans LA: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"1 Call Home Health Care, Norfolk VA: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
10 Signs It May Be Time for Memory Care | Olera Caregiver Support,1,1,1,1,0,61,1,2,0,0
"24/7 Caregivers, Vicksburg MS: Pricing & Availability | Olera.care",1,1,1,1,0,10,1,4,0,0
"2nd Family of North Jersey, Parsippany-Troy Hills NJ: Pricing & Availability | Olera.care",1,1,1,1,0,17,1,5,0,0
"3 M Home Health, Beaumont TX: Pricing & Availability | Olera.care",1,1,1,1,0,186,1,5,0,0
"510 Grand Plaza, Palisades Park NJ: Pricing & Availability | Olera.care",1,1,1,1,0,21,1,5,0,0
"7 Cities Home Care, Norfolk VA: Pricing & Availability | Olera.care",1,1,1,1,0,11,1,4,0,0
"A & D Homecare, Newington CT: Pricing & Availability | Olera.care",1,1,1,0,1,9,1,4,0,0
"A First Name Basis Home Care - Jackson, Jackson MS: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"A Gentle Heart Adult Family Home, Pasco WA: Pricing & Availability | Olera.care",1,1,1,1,0,6,1,4,0,0
"A Great Choice for Home Care, Inc Youngstown Ohio, Austintown OH: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"A Kee To Paradise Assisted Living Facility, Port St. Lucie FL: Pricing & Availability | Olera.care",1,1,1,1,0,43,1,5,0,0
"A LOT OF LOVE HOME CARE AGENCY LLC, Fayetteville NC: Pricing & Availability | Olera.care",1,1,1,0,1,9,1,4,0,0
"A New Journey HealthCare & Senior Services, Sumter SC: Pricing & Availability | Olera.care",1,1,1,1,0,58,1,4,0,0
"A Peaceful Living AFH, Kennewick WA: Pricing & Availability | Olera.care",1,1,1,1,0,6,1,3,0,0
"A Red Agency, New York NY: Pricing & Availability | Olera.care",1,1,2,0.5,0.5,0,1,3,0,0
"AAA Home Care, Nampa ID: Pricing & Availability | Olera.care",1,1,1,1,0,61,1,4,0,0
"AFFILIATED HOME HEALTH CARE, South Lyon MI: Pricing & Availability | Olera.care",1,1,2,0,1,0,1,5,0,0
"AHEPA 18 Palm Beach Chapter, The Acreage FL: Pricing & Availability | Olera.care",1,1,1,0,1,0,1,3,0,0
"ALIYA of Highwood, Lake Forest IL: Pricing & Availability | Olera.care",1,1,1,1,0,8,1,4,0,0
"ALL NATIONS HOME HEALTH CARE, Golden Gate FL: Pricing & Availability | Olera.care",1,1,1,1,0,0,1,1,0,0
