# ----------------------------------------
# Pages and screens: Page path and screen class
# Account: Google Ads Account
# Property: olera.care - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20251014
# End date: 20251020
Page title and screen class,Views,Active users,Sessions,Engagement rate,Bounce rate,Average engagement time per active user,Views per active user,Event count,Key events,Total revenue
"Collins Companion & Adult Care Home, Kissimmee FL: Pricing & Availability | Olera.care",2,1,1,1,0,49,2,2,0,0
"ComForCare Home Care of Metairie, LA, New Orleans LA: Pricing & Availability | Olera.care",2,1,1,1,0,165,2,8,0,0
"ComForCare Home Care, Wheaton IL: Pricing & Availability | Olera.care",2,1,1,1,0,39,2,6,0,0
"Commonwealth Senior Living at Georgian Manor, Virginia Beach VA: Pricing & Availability | Olera.care",2,1,2,0,1,0,2,5,0,0
"Community Alternatives of Fond du Lac County, Fond du Lac WI: Pricing & Availability | Olera.care",2,2,2,0,1,0,1,6,0,0
"Community Home Health Care - Recruiting Office, Kingston NY: Pricing & Availability | Olera.care",2,1,1,1,0,66,2,5,0,0
"Compassionate Arms, Sterling Heights MI: Pricing & Availability | Olera.care",2,1,2,1,0,57,2,8,0,0
"Complete Care at Regent, Hackensack NJ: Pricing & Availability | Olera.care",2,1,2,0,1,0,2,5,0,0
"Corsair Flats, Alameda CA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,20,1,8,0,0
"Cortez Park Community & Senior Center, West Covina CA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,2.5,1,8,0,0
"Cottage Home Care Services, New York NY: Pricing & Availability | Olera.care",2,2,2,1,0,79,1,3,0,0
"Cottage Senior Living, Huntsville AL: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,11.5,1,8,0,0
"Cottonwood Creek Memory Care Unit, Cheyenne WY: Pricing & Availability | Olera.care",2,2,2,1,0,12,1,8,0,0
"Covenant Village, Gastonia NC: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,75.5,1,8,0,0
"Crown's Aim-Mozy's Cozy Home, Palm Coast FL: Pricing & Availability | Olera.care",2,1,1,1,0,0,2,4,0,0
"Crozer-Keystone Home Health & Hospice Services, Springfield PA: Pricing & Availability | Olera.care",2,1,1,1,0,16,2,6,0,0
"Crystal Run Village, Middletown NY: Pricing & Availability | Olera.care",2,1,1,1,0,5,2,4,0,0
"Curlin Commons, Mooresville NC: Pricing & Availability | Olera.care",2,2,2,1,0,18,1,8,0,0
"Davis & McDaniel Veterans Care Center, Roanoke VA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,22.5,1,7,0,0
"Del & Associates Nursing Services, Hobbs NM: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,66.5,1,9,0,0
"Divine Home Health Care, Vancouver WA: Pricing & Availability | Olera.care",2,1,2,1,0,529,2,6,0,0
Does Medicare Pay For Family Caregivers? Full Explained,2,2,2,1,0,224,1,8,0,0
"Dominion Senior Living of Richmond, Richmond KY: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,23,2,3,0,0
"Eastbridge Home Care, Fort Lee NJ: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,18,1,9,0,0
"Eastlake Woods, Erie PA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,12.5,1,7,0,0
"Eckstein Home Care, Atlanta GA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,15,1,9,0,0
"Eden Health, Cheyenne WY: Pricing & Availability | Olera.care",2,1,1,1,0,6,2,6,0,0
"Eden Senior Care, Skokie IL: Pricing & Availability | Olera.care",2,2,3,0,1,0,1,8,0,0
"Egis Complete Care, Santa Fe NM: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,2.5,1,4,0,0
"El Rey Primary Health Care, Weslaco TX: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,20.5,1,8,0,0
"Elder Care Of North Alabama, Decatur AL: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,10,1,8,0,0
"Eldercare Financial Planner in Indn Hbr Bch, Florida",2,1,1,1,0,8,2,2,0,0
"Elisa Cabal Care Home, Hilo HI: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,20,1,8,0,0
"Elite Home Health, Conway AR: Pricing & Availability | Olera.care",2,1,1,1,0,86,2,8,0,0
"Elk Creek Home Care, DBA/Golden Home Healthcare, Erie PA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,11,1,5,0,0
"Emerald Court, Anaheim CA: Pricing & Availability | Olera.care",2,1,2,1,0,113,2,7,0,0
"Emerald Hills Rehabilitation and Healthcare Center, North Richland Hills TX: Pricing & Availability | Olera.care",2,2,2,0,1,4,1,7,0,0
"England Oaks Active Adult Living, Alexandria LA: Pricing & Availability | Olera.care",2,1,1,1,0,36,2,2,0,0
"Essential Wellness, Miami Lakes FL: Pricing & Availability | Olera.care",2,1,1,1,0,65,2,6,0,0
"Exceptional Living Centers, Lexington KY: Pricing & Availability | Olera.care",2,1,2,0,1,0,2,5,0,0
"Fair Oaks, Denton TX: Pricing & Availability | Olera.care",2,2,2,0,1,5,1,8,0,0
"Fairlawn Health and Rehabilitation of Cascadia, Gresham OR: Pricing & Availability | Olera.care",2,2,2,1,0,37,1,7,0,0
"Faithful Hands Home Care Services LLC, Mobile AL: Pricing & Availability | Olera.care",2,1,1,1,0,43,2,6,0,0
Family Caregiving | Olera Caregiver Forum: Supportive Member Community,2,1,1,1,0,109,2,2,0,0
"Friends of the Greenwich Senior Center, Greenwich CT: Pricing & Availability | Olera.care",2,1,1,1,0,31,2,4,0,0
"Garden Of Eden Adult Family Home, Renton WA: Pricing & Availability | Olera.care",2,1,2,0,1,0,2,5,0,0
"Gardens of North Port, North Port FL: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,17,2,7,0,0
"Gardner Senior Citizen Community Center, Gardner KS: Pricing & Availability | Olera.care",2,2,2,1,0,26,1,8,0,0
"Gemini Quality Care, Valley Stream NY: Pricing & Availability | Olera.care",2,1,2,0,1,0,2,5,0,0
"George M Gibson Senior Center, Upland CA: Pricing & Availability | Olera.care",2,2,2,0,1,3,1,7,0,0
"Georgia-Lina Care Management, North Augusta SC: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,12,2,6,0,0
"Gilchrist Center Howard County, Columbia MD: Pricing & Availability | Olera.care",2,2,2,1,0,26.5,1,8,0,0
"Girdler House, Beverly MA: Pricing & Availability | Olera.care",2,2,2,1,0,12.5,1,7,0,0
"Golden Hearts Home Care, Shawnee KS: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,6,1,7,0,0
"Good Samaritan Society - Prescott Valley - Windsong Villas, Prescott Valley AZ: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,6.5,1,8,0,0
"Goodwin House Alexandria, Alexandria VA: Pricing & Availability | Olera.care",2,2,2,0,1,7.5,1,8,0,0
"Grace Abound Home Care, Temple TX: Pricing & Availability | Olera.care",2,1,1,1,0,9,2,5,0,0
"Grace Residential Care Home, Spring TX: Pricing & Availability | Olera.care",2,2,2,1,0,49.5,1,3,0,0
"Grace and Mercy Personal Care and Respite Services, Clinton MS: Pricing & Availability | Olera.care",2,2,2,1,0,66.5,1,10,0,0
"Group Home by the dome, South Bend IN: Pricing & Availability | Olera.care",2,1,1,1,0,92,2,6,0,0
"Guardian Home Health Care, Pocatello ID: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,11.5,1,8,0,0
"Guided Transitions, Duluth MN: Pricing & Availability | Olera.care",2,1,2,1,0,135,2,8,0,0
"HMH JFK at Home, Edison NJ: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,7,1,7,0,0
"Hamaspik HomeCare, Spring Valley NY: Pricing & Availability | Olera.care",2,2,2,1,0,52,1,8,0,0
"Hamtramck Senior Plaza, Hamtramck MI: Pricing & Availability | Olera.care",2,2,2,0,1,4.5,1,8,0,0
"Hanford Senior Villa, Hanford CA: Pricing & Availability | Olera.care",2,2,2,0,1,4,1,8,0,0
"Harmony Manor, Flint MI: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,19,1,8,0,0
"Harmony Residential Home, Brandon FL: Pricing & Availability | Olera.care",2,2,2,0,1,0,1,6,0,0
"Hastings Ranch Home, Pasadena CA: Pricing & Availability | Olera.care",2,1,1,1,0,63,2,5,0,0
"Haven Home Healthcare, Farmington NM: Pricing & Availability | Olera.care",2,2,2,0,1,3.5,1,8,0,0
"Healing Hands Home Health Care, Laredo TX: Pricing & Availability | Olera.care",2,2,2,0,1,1,1,7,0,0
"Healthy Hands Home Care Agency LLC, Fayetteville NC: Pricing & Availability | Olera.care",2,2,3,0.3333333333333333,0.6666666666666666,35.5,1,10,0,0
"Hearts In Home Senior Care Provider, Brea CA: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,69,2,6,0,0
"Heavens Hands Home Care, Glastonbury CT: Pricing & Availability | Olera.care",2,1,1,1,0,216,2,6,0,0
"Helen Assisted Living Home, Surprise AZ: Pricing & Availability | Olera.care",2,1,1,1,0,99,2,6,0,0
"Hellenic Senior Living of Mishawaka, Mishawaka IN: Pricing & Availability | Olera.care",2,1,1,1,0,56,2,2,0,0
"Helping Hand Private Home Care, Albany GA: Pricing & Availability | Olera.care",2,2,2,1,0,19.5,1,7,0,0
"Heritage Manor South, Shreveport LA: Pricing & Availability | Olera.care",2,1,1,1,0,234,2,8,0,0
"Heritage Residential Care Village, Tuscaloosa AL: Pricing & Availability | Olera.care",2,1,1,1,0,89,2,5,0,0
"Hidden Creek Community, Holland MI: Pricing & Availability | Olera.care",2,1,1,1,0,27,2,6,0,0
"High Standard Home Care, Inc, Brooklyn NY: Pricing & Availability | Olera.care",2,2,2,0,1,0,1,6,0,0
"Highland 55, Edmond OK: Pricing & Availability | Olera.care",2,2,2,1,0,27.5,1,8,0,0
"Holy Trinity Manor, Cheyenne WY: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,12,2,6,0,0
"Home Care (Non-medical) in Angleton, Texas",2,1,1,1,0,32,2,3,0,0
"Home Care Alliance of Massachusetts, Boston MA: Pricing & Availability | Olera.care",2,1,1,1,0,59,2,5,0,0
Home Care | Olera Caregiver Forum: Supportive Member Community,2,2,3,0.3333333333333333,0.6666666666666666,5,1,5,0,0
"Home Health Care in Laurens, South Carolina",2,1,1,1,0,50,2,2,0,0
Home Health Services: Selecting the Perfect Care for Your Loved One's Needs - Olera,2,2,2,1,0,3.5,1,4,0,0
Home Health vs. Home Care: Understanding the Key Differences in Senior Support,2,2,2,0.5,0.5,4,1,4,0,0
"Home Helpers, Lubbock TX: Pricing & Availability | Olera.care",2,1,1,1,0,44,2,6,0,0
"Home Instead Houston, Houston TX: Pricing & Availability | Olera.care",2,2,3,0.3333333333333333,0.6666666666666666,5,1,5,0,0
How do I stop constantly thinking about my caregiver responsibilities?,2,2,2,1,0,7,1,2,0,0
"Immanuel Living at Buffalo Hill, Kalispell MT: Pricing & Availability | Olera.care",2,1,1,1,0,100,2,5,0,0
"Immanuel: Trinity Courtyard, Papillion NE: Pricing & Availability | Olera.care",2,1,1,1,0,168,2,6,0,0
"Independence Square, Watsonville CA: Pricing & Availability | Olera.care",2,1,2,0,1,0,2,5,0,0
Independent Living in Florida: A Comprehensive Overview & Guide - Olera,2,1,1,1,0,152,2,3,0,0
Independent Living in Wisconsin: A Comprehensive Overview & Guide - Olera,2,2,2,1,0,27.5,1,3,0,0
Ingrid's USA - Inbox - Olera,2,1,1,1,0,230,2,2,0,0
"Inspired Spaces Living, Meridian ID: Pricing & Availability | Olera.care",2,2,2,0,1,1,1,7,0,0
"IntegraCare - Magnolias of Lancaster, Lancaster PA: Pricing & Availability | Olera.care",2,1,2,0,1,0,2,5,0,0
"Intrepid USA Healthcare Services, Summerville SC: Pricing & Availability | Olera.care",2,1,1,1,0,16,2,6,0,0
"Irby Senior Village, Florence SC: Pricing & Availability | Olera.care",2,2,2,1,0,22,1,8,0,0
"J D Fuller Place, Fayetteville NC: Pricing & Availability | Olera.care",2,1,1,1,0,56,2,4,0,0
"J N Care Home, Oxnard CA: Pricing & Availability | Olera.care",2,1,1,1,0,12,2,6,0,0
"James Hunter Building, East Chicago IN: Pricing & Availability | Olera.care",2,2,2,1,0,8.5,1,5,0,0
"Jasmin Terrace at Bakersfield, Bakersfield CA: Pricing & Availability | Olera.care",2,1,1,1,0,27,2,4,0,0
"Jay and Jay Health Care Agency, Albany GA: Pricing & Availability | Olera.care",2,2,2,0,1,1.5,1,7,0,0
"Jefferson Meadows, Detroit MI: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,106.5,1,9,0,0
"Juniper Homecare, West Hartford, CT: Precios y disponibilidad | Olera.care",2,1,1,1,0,0,2,4,0,0
"Kaviland Place Resident Care, Fresno CA: Pricing & Availability | Olera.care",2,1,1,1,0,0,2,4,0,0
"Kennedy Plaza, Dearborn MI: Pricing & Availability | Olera.care",2,2,2,1,0,9,1,6,0,0
"Kenny's Heart Senior Living, Lewisville TX: Pricing & Availability | Olera.care",2,1,1,1,0,370,2,2,0,0
"Kind-Care Agency, Marysville WA: Pricing & Availability | Olera.care",2,1,1,1,0,0,2,4,0,0
"Kindness Care Solutions, Carmel IN: Pricing & Availability | Olera.care",2,1,1,1,0,90,2,6,0,0
"Knollwood Life Plan Community, Washington DC: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,6,1,7,0,0
"LIFE-NWPA, Erie PA: Pricing & Availability | Olera.care",2,1,1,1,0,4,2,4,0,0
"LINCARE, Visalia CA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,6,1,7,0,0
"La Mansion Luxurious Assisted Living Residence, Las Vegas NV: Pricing & Availability | Olera.care",2,1,1,1,0,9,2,6,0,0
"La Posada RCFE, San Bernardino CA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,36,1,8,0,0
"Lacamas Heights Memory Care, Camas WA: Pricing & Availability | Olera.care",2,2,2,1,0,41.5,1,9,0,0
"Lake Anne House, Reston VA: Pricing & Availability | Olera.care",2,2,2,1,0,81.5,1,2,0,0
"Lakeview Meadows, Battle Creek MI: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,111.5,1,8,0,0
"Lakeview Nursing Home Center, Sanford FL: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,21.5,1,8,0,0
"Lakeview Village - Southridge, Lenexa KS: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,18,1,7,0,0
"Landmark Commons, Waterloo IA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,28.5,1,7,0,0
"Legacy Homes at Granite Mountain, Little Rock AR: Pricing & Availability | Olera.care",2,2,2,1,0,53.5,1,9,0,0
"Levine & Dickson Hospice House - Huntersville, Huntersville NC: Pricing & Availability | Olera.care",2,1,1,1,0,33,2,6,0,0
"Liberty Bell Home Care Services, Philadelphia PA: Pricing & Availability | Olera.care",2,2,2,1,0,3.5,1,6,0,0
"Life Care Center of Treasure Valley, Boise ID: Pricing & Availability | Olera.care",2,1,1,1,0,85,2,5,0,0
"Little Sisters of the Poor, Philadelphia PA: Pricing & Availability | Olera.care",2,2,2,0,1,4.5,1,7,0,0
"Livingston Manor, Bethlehem PA: Pricing & Availability | Olera.care",2,1,1,1,0,241,2,7,0,0
"Loretta's Home Health Care, Edmond OK: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,13.5,1,8,0,0
"Louisiana Home Care of Shreveport, Shreveport LA: Pricing & Availability | Olera.care",2,2,3,0.3333333333333333,0.6666666666666666,13,1,9,0,0
"Love & Care Assisted Livng, Parkersburg WV: Pricing & Availability | Olera.care",2,1,1,1,0,68,2,2,0,0
"Love At Heart Home Care, Bethlehem PA: Pricing & Availability | Olera.care",2,1,1,1,0,13,2,6,0,0
"M&S Grace Manor Adult Family Home, Bellingham WA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,18.5,1,7,0,0
"Madison Grove, St. Cloud FL: Pricing & Availability | Olera.care",2,2,2,1,0,90.5,1,5,0,0
"Mahan Cluster, Tallahassee FL: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,10,1,7,0,0
"Manhattan Village Senior Villas, Manhattan Beach CA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,24.5,1,7,0,0
"Manoa Cottage Kaimuki, Honolulu HI: Pricing & Availability | Olera.care",2,2,2,1,0,124.5,1,9,0,0
"Mark Twain Congregate Housing, Enfield CT: Pricing & Availability | Olera.care",2,2,2,1,0,66.5,1,8,0,0
"Mary E. & Clement M. La Fetra Center, Glendora CA: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,215,2,7,0,0
"Matrix Home Care, Miami FL: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,18.5,1,7,0,0
"Mayfair Manor, Lexington KY: Pricing & Availability | Olera.care",2,2,2,1,0,10,1,6,0,0
"Maywright Group Home, Rialto CA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,8,1,8,0,0
"McAuley Terrace Independent Living, Johnston IA: Pricing & Availability | Olera.care",2,2,2,0,1,0,1,6,0,0
Medicare open enrollment is coming up. How do I figure out the which of the plans are best for my dads healthcare needs?,2,2,2,1,0,21.5,1,2,0,0
"Memory Care Suites, Baytown TX: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,234,2,7,0,0
Memory Care in Hawaii: A Comprehensive Overview & Guide - Olera,2,1,1,1,0,108,2,4,0,0
Memory Care in Indiana: A Comprehensive Overview & Guide - Olera,2,1,2,0.5,0.5,0,2,3,0,0
"Mercy Home Services, Aurora CO: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,7,1,6,0,0
"Meredith's Care Partners Home Care Agency, Chicago IL: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,100.5,1,7,0,0
"Mill Creek Manor Senior Living, Columbia SC: Pricing & Availability | Olera.care",2,1,1,1,0,18,2,3,0,0
"Miracle Makers Home Care, Harrisburg PA: Pricing & Availability | Olera.care",2,1,1,1,0,52,2,7,0,0
"Monarca Place, Middletown CT: Pricing & Availability | Olera.care",2,2,2,1,0,118,1,8,0,0
"Montereau, Tulsa OK: Pricing & Availability | Olera.care",2,2,2,1,0,238,1,9,0,0
"Muriel Mac Gregor Senior Center, Bellflower CA: Pricing & Availability | Olera.care",2,2,2,1,0,62.5,1,9,0,0
"NSPB Nursing Services of Palm Beach, Greenacres FL: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,53,2,9,0,0
"Napa Valley Manor, Napa CA: Pricing & Availability | Olera.care",2,2,2,1,0,25,1,9,0,0
"New Horizons In Home Care, Redmond OR: Pricing & Availability | Olera.care",2,1,1,1,0,13,2,4,0,0
"New Pond Village, Boston MA: Pricing & Availability | Olera.care",2,2,2,1,0,156,1,4,0,0
"Nina Lynette Home, Newport RI: Pricing & Availability | Olera.care",2,1,1,1,0,16,2,5,0,0
"Noble Care ""Candie's Place"", Suffolk VA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,10.5,1,7,0,0
"North Ridge Cottages, Blue Springs MO: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,99,2,6,0,0
"Northbrook Healthcare And Rehabilitation Center, Cedar Rapids IA: Pricing & Availability | Olera.care",2,2,2,1,0,37,1,9,0,0
"Nphalanx Home Care, Twin Falls ID: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,29,1,8,0,0
"Nurse On Call Home Health Care, Clermont FL: Pricing & Availability | Olera.care",2,1,2,0,1,0,2,5,0,0
"Nurses For Care, Olney MD: Pricing & Availability | Olera.care",2,1,2,1,0,69,2,7,0,0
"OSF Home Health & Hospice, Bloomington IL: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,49,2,7,0,0
"Oak Tree Towers Apartments, Downers Grove IL: Pricing & Availability | Olera.care",2,1,1,1,0,141,2,6,0,0
"Oasis Home Health Agency LLC, Cincinnati OH: Pricing & Availability | Olera.care",2,2,2,1,0,41.5,1,9,0,0
"Olaloa Retirement Community, Mililani HI: Pricing & Availability | Olera.care",2,1,1,1,0,22,2,6,0,0
Olera's Investor Page: Discover our Funding Milestones,2,2,2,1,0,9,1,4,0,0
"One Park Place, Owensboro KY: Pricing & Availability | Olera.care",2,2,2,1,0,22,1,2,0,0
"Opeful Heart Healthcare Services, Middle River MD: Pricing & Availability | Olera.care",2,1,1,1,0,122,2,4,0,0
"Open Arms Senior Living, Duluth MN: Pricing & Availability | Olera.care",2,2,3,0.3333333333333333,0.6666666666666666,31.5,1,9,0,0
"Option Care, Bedford NH: Pricing & Availability | Olera.care",2,1,2,1,0,30,2,7,0,0
"Osage Heights Senior Housing Complex, Bentonville AR: Pricing & Availability | Olera.care",2,2,2,1,0,43,1,8,0,0
"Our Family Friend, Jackson MI: Pricing & Availability | Olera.care",2,1,1,1,0,64,2,5,0,0
"Pacific Pines Senior Living Apartments, Henderson NV: Pricing & Availability | Olera.care",2,2,2,1,0,90,1,9,0,0
"Palmetto Home Care Specialists, Summerville SC: Pricing & Availability | Olera.care",2,1,1,1,0,7,2,5,0,0
"Paramount House Senior Living, Vacaville CA: Pricing & Availability | Olera.care",2,1,1,1,0,10,2,5,0,0
"Park Meadows senior apartments, Pocatello ID: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,17,1,7,0,0
"Partridge Place - Peninsula Volunteers E.H.Kennedy Apartments, Menlo Park CA: Pricing & Availability | Olera.care",2,2,2,1,0,41.5,1,8,0,0
"Pennybyrn, High Point NC: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,15.5,1,8,0,0
"Pilgrim Terrace Homes, Santa Barbara CA: Pricing & Availability | Olera.care",2,2,2,1,0,35.5,1,8,0,0
"Plenitud Personal Assistance, El Paso TX: Pricing & Availability | Olera.care",2,1,1,1,0,14,2,4,0,0
"Positive Purpose, Bakersfield CA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,8,1,8,0,0
"Prelude Village, Woodbury MN: Pricing & Availability | Olera.care",2,2,2,0,1,1.5,1,7,0,0
"Premium Care USA, Fairfax VA: Pricing & Availability | Olera.care",2,1,1,1,0,62,2,7,0,0
"Presbyterian Village Athens, Athens GA: Pricing & Availability | Olera.care",2,2,2,0,1,4.5,1,8,0,0
"Primary Home Care Specialties, Milton MA: Pricing & Availability | Olera.care",2,2,2,1,0,29,1,8,0,0
"Primecare Home Care Services, Macon GA: Pricing & Availability | Olera.care",2,1,1,1,0,14,2,6,0,0
"Raechelle Care Home, Los Angeles CA: Pricing & Availability | Olera.care",2,1,1,1,0,2,2,5,0,0
"Rainbows End Adult Foster Home, Forest Grove OR: Pricing & Availability | Olera.care",2,2,2,1,0,47,1,8,0,0
"Ramon Chang AFCH, Tampa FL: Pricing & Availability | Olera.care",2,2,2,1,0,29.5,1,9,0,0
"Randall Manor, Cranston RI: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,21,2,7,0,0
"Redeem Center, Mission TX: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,11.5,1,6,0,0
"Redwood Terrace, Escondido CA: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,86,2,6,0,0
"Renaissance Care Home @ Brier Creek - Family Care Home, Durham NC: Pricing & Availability | Olera.care",2,2,2,1,0,41.5,1,9,0,0
"Renaissance Care, Morgantown WV: Pricing & Availability | Olera.care",2,1,1,1,0,0,2,4,0,0
"Residential Care Solutions, Novi MI: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,6,1,8,0,0
"Retreat Gardens, Rio Rancho NM: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,67,2,6,0,0
"Reunion Inn Assisted Living, Tyler TX: Pricing & Availability | Olera.care",2,1,1,1,0,50,2,6,0,0
"Rexford Manor, Yakima WA: Pricing & Availability | Olera.care",2,2,2,1,0,66,1,5,0,0
"Ridge Pointe Apartments, Pullman WA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,66.5,1,7,0,0
"Right at Home, Woodstock GA: Pricing & Availability | Olera.care",2,1,1,1,0,166,2,3,0,0
"River Oaks Senior Living Community, Calumet City IL: Pricing & Availability | Olera.care",2,2,2,1,0,94.5,1,11,0,0
"Riverbend Assisted Living, Gadsden AL: Pricing & Availability | Olera.care",2,2,2,0,1,0,1,6,0,0
"Rose's Agency Home Care, Los Angeles CA: Pricing & Availability | Olera.care",2,1,1,1,0,6,2,3,0,0
"Ruby Slippers Home Care, Amarillo TX: Pricing & Availability | Olera.care",2,2,3,0.3333333333333333,0.6666666666666666,35.5,1,11,0,0
"Ruth's House, Portsmouth VA: Pricing & Availability | Olera.care",2,2,2,1,0,38,1,7,0,0
"SJD Home Care, Troy MI: Pricing & Availability | Olera.care",2,1,1,1,0,37,2,5,0,0
"ST. LOUIS HOME CARE PROVIDERS LLC, St. Louis MO: Pricing & Availability | Olera.care",2,1,1,1,0,45,2,5,0,0
"Salus Homecare, Irvine CA: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,12.5,1,8,0,0
"Samaritas Affordable Living at Sequoia Place, Ann Arbor MI: Pricing & Availability | Olera.care",2,2,2,1,0,89,1,9,0,0
"San Carlos Adult Community Center, San Carlos CA: Pricing & Availability | Olera.care",2,1,1,1,0,0,2,4,0,0
"Sanctuary Senior Living Of Newark, Newark OH: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,59,1,7,0,0
"Sarah Reed Senior Living, Erie PA: Pricing & Availability | Olera.care",2,1,1,1,0,8,2,4,0,0
"Sargent Care Home ICF/DD-H, Lodi CA: Pricing & Availability | Olera.care",2,2,2,0,1,2,1,7,0,0
"Seneca Cazenovia Senior Housing, Buffalo NY: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,30,1,8,0,0
"Senior Center for Creative Living (CCL), Lawton OK: Pricing & Availability | Olera.care",2,1,1,1,0,60,2,7,0,0
"Senior Communities in Middleborough, Massachusetts",2,1,1,1,0,116,2,2,0,0
"Senior Communities in Papillion, Nebraska",2,1,1,1,0,4,2,2,0,0
"Senior Companion Program RI, Cranston RI: Pricing & Availability | Olera.care",2,2,2,1,0,17.5,1,2,0,0
Senior Living vs In-Home Care: A Detailed Comparison of Elderly Care Options - Olera,2,1,1,1,0,6,2,5,0,0
"Senior Solutions Home Care, Jackson TN: Pricing & Availability | Olera.care",2,1,1,1,0,11,2,5,0,0
"Seniors Helping Seniors Baton Rouge, Baton Rouge LA: Pricing & Availability | Olera.care",2,2,2,1,0,5.5,1,4,0,0
"Serenade Assisted Living, Gilbert AZ: Pricing & Availability | Olera.care",2,1,1,1,0,102,2,7,0,0
"Shore Park Hi Rise, Atlantic City NJ: Pricing & Availability | Olera.care",2,1,1,1,0,96,2,6,0,0
"Shore View Nursing and Rehabilitation, Brooklyn NY: Pricing & Availability | Olera.care",2,2,2,0,1,2,1,7,0,0
"Sienna Extended Care & Rehab, Midwest City OK: Pricing & Availability | Olera.care",2,1,1,1,0,163,2,5,0,0
"Silva Board & Care, Santa Rosa CA: Pricing & Availability | Olera.care",2,1,1,1,0,0,2,4,0,0
"Silver Creek Assisted Living, Peoria AZ: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,48.5,1,7,0,0
"Silver Crest Apartment Community, Missoula MT: Pricing & Availability | Olera.care",2,2,2,0.5,0.5,15.5,1,8,0,0
"Silverstone Living - The Huntington At Nashua, Nashua NH: Pricing & Availability | Olera.care",2,1,1,1,0,55,2,6,0,0
"Smith Tower Apartments, Vancouver WA: Pricing & Availability | Olera.care",2,2,2,1,0,64.5,1,9,0,0
"Soley Leve Adult Day Health, Randolph MA: Pricing & Availability | Olera.care",2,1,2,0.5,0.5,16,2,7,0,0
"Solheim Senior Community, Los Angeles CA: Pricing & Availability | Olera.care",2,2,3,0.3333333333333333,0.6666666666666666,0,1,8,0,0
"Solstice Senior Living at Mesa View, Grand Junction CO: Pricing & Availability | Olera.care",2,2,2,1,0,133.5,1,4,0,0
